species,j,k,eta,sigma_mu
d,251.215164,0.452359,1.728398,0.000580
d,-10.148051,0.459376,2.519330,0.008839
d,11.432462,0.518241,1.960710,0.006883
d,12.240379,0.360578,1.711906,0.007351
d,4.453565,0.641942,1.256941,0.004376
d,4.771330,0.495230,2.015225,0.006492
d,-8.873618,0.509877,2.696568,0.009060
d,-8.219964,0.517409,1.981382,0.008606
d,-14.885639,0.511780,2.323706,0.006576
d,7.944782,0.566570,1.912894,0.006403
d,533.725769,0.254102,0.969725,0.010618
d,16.531878,0.477184,1.794505,0.007017
d,158.283173,0.397562,1.806229,0.000571
d,19.885012,0.527726,1.880045,0.007408
d,96.456062,0.468567,1.988754,0.004638
d,-4.974454,0.509669,3.101503,0.008556
d,6.483740,0.531383,1.846087,0.008130
d,77.733162,0.445115,1.900166,0.006400
d,-1.131073,0.484509,1.799948,0.007568
d,-2.756432,0.376628,4.032890,0.014714
d,81.422646,0.391977,1.794418,0.007099
d,101.567581,0.458059,1.690650,0.004668
d,-1.439907,1.089729,2.989687,0.004021
d,-5.496939,0.795485,2.087788,0.008558
d,-6.158803,0.463587,2.249876,0.006812
d,3.563822,0.471577,2.046741,0.008363
d,105.068794,0.410192,2.012400,0.001190
d,157.802872,0.462164,1.844689,0.002929
d,-3.866071,0.421177,2.269097,0.007345
d,-3.774798,0.478344,1.954557,0.006918
d,-9.555752,0.459825,2.336134,0.007517
d,-0.611617,0.451310,2.160523,0.006436
d,7.265394,0.468931,2.016891,0.007838
d,238.340057,0.427435,1.643999,0.001624
d,193.384079,0.446130,1.848880,0.003059
d,1.036851,0.936287,2.312665,0.005081
d,20.852604,0.451332,1.951931,0.005713
d,174.063614,0.545773,2.039726,0.000628
d,50.459316,0.412894,1.892162,0.005887
d,97.329056,0.480103,1.866714,0.001424
d,-0.002909,0.390900,2.623393,0.005543
d,-0.215018,1.044389,2.650538,0.002558
d,12.065655,0.494983,2.161724,0.005612
d,-2.884205,0.551416,2.359343,0.008072
d,-0.669807,0.389576,1.973722,0.004018
d,-5.030069,0.469587,2.049175,0.007937
d,386.930389,0.375247,1.590349,0.001069
d,38.606937,0.564419,1.882615,0.005607
d,0.298810,1.346091,1.775169,0.007252
d,59.663647,0.447281,1.652043,0.009049
d,45.794025,0.476648,1.964635,0.005948
d,4.924835,0.497253,2.068968,0.007243
d,783.589355,0.240395,2.108497,0.000926
d,103.407784,0.541315,1.819231,0.000880
d,-1.237101,0.476967,1.961222,0.007833
d,76.705429,0.553333,1.430823,0.000352
d,-2.319067,1.149207,2.547509,0.006230
d,3.274758,0.459684,2.012396,0.008160
d,-2.622381,0.852576,2.639107,0.009008
d,-1.077538,0.520656,1.928880,0.006670
d,50.544567,0.483593,1.992675,0.005048
d,-3.661305,0.437136,2.238857,0.008957
d,114.186310,0.433875,1.799862,0.005668
d,5.199743,0.677417,1.644376,0.008614
d,28.485195,0.508118,1.749136,0.008421
d,9.616881,0.488382,1.853297,0.006522
d,76.167328,0.471842,1.909249,0.003569
d,306.776428,0.390459,1.850084,0.000847
d,557.591858,0.333454,2.092292,0.000590
d,11.202220,0.498026,1.813416,0.009603
d,4.416797,0.507917,1.978514,0.007656
d,-1.923768,0.611205,2.140583,0.004905
d,2164.318604,0.089270,2.024097,0.008192
d,-0.057516,0.560764,1.891897,0.006690
d,-0.659386,0.672423,2.801041,0.004817
d,-3.248071,0.817204,4.444878,0.005855
d,17.935133,0.457713,1.742129,0.007760
d,193.703262,0.418090,2.113025,0.002836
d,40.956837,0.389680,1.860181,0.004303
d,186.317108,0.391592,1.731646,0.003195
d,789.939392,0.206131,1.756387,0.002267
d,3006.730713,0.102083,1.951465,0.000668
d,125.233810,0.440207,1.933815,0.000637
d,343.098083,0.382154,1.820826,0.001986
d,-2.852433,0.596545,2.345672,0.011027
d,-1.978068,0.439158,2.200316,0.005328
d,-2.261095,0.753823,2.092952,0.007126
d,1189.176880,0.249019,2.048268,0.000435
d,652.072571,0.273462,1.334866,0.000423
d,77.144554,0.366692,1.829984,0.007509
d,10.352209,0.582095,1.869552,0.007476
d,133.761276,0.428246,1.958765,0.005536
d,-3.506980,0.687438,2.361838,0.008351
d,0.418630,0.661037,1.806818,0.006769
d,896.752625,0.304558,1.632617,0.000363
d,123.295952,0.457245,1.904041,0.003444
d,1.265036,0.576993,2.253283,0.011103
d,147.842834,0.342998,1.701338,0.000489
d,5.169007,0.369870,0.997928,0.012449
d,-0.731992,0.647260,3.004233,0.011039
d,3.097408,0.513438,1.672862,0.006689
d,581.267761,0.316495,1.964965,0.000947
d,226.394150,0.383671,1.731693,0.002734
d,0.590039,0.669356,1.484391,0.007313
d,-4.031188,0.509502,2.717581,0.002635
d,-19.787968,0.475441,2.167542,0.009064
d,121.456688,0.463657,1.710185,0.002788
d,4.026624,0.535166,2.054932,0.008863
d,-0.061905,0.989070,1.542316,0.006690
d,2152.337158,0.120281,2.102878,0.000446
d,-1.030393,0.473032,2.667863,0.005770
d,1.038138,0.521094,2.046118,0.006508
d,1.566389,0.482409,2.264627,0.008778
d,4.982549,0.570233,2.015188,0.007761
d,-4.371941,0.548490,1.955708,0.009679
d,5.493533,0.463405,1.903097,0.008030
d,8.441335,0.503522,1.534191,0.006563
d,-0.142287,0.471042,1.948494,0.009946
d,-3.821024,0.562786,2.202920,0.005784
d,118.263657,0.424838,1.959891,0.000959
d,47.609886,0.353696,2.124335,0.004700
d,-0.246795,1.022100,2.689145,0.005049
d,-1.394040,0.624164,2.705131,0.005864
d,-0.665695,0.540755,2.154904,0.008086
d,-3.119121,0.516654,1.832899,0.008791
d,14.201083,0.578634,1.981075,0.006992
d,80.540970,0.330158,1.942986,0.007485
d,2.469641,0.185333,1.854760,0.006506
d,10.755615,0.448677,1.616078,0.010759
d,135.285110,0.378928,1.985117,0.004490
d,-2.533972,0.555484,3.379700,0.005765
d,6.219424,0.496512,1.616984,0.006323
d,-16.378666,0.523071,2.242581,0.006721
d,44.061600,0.312502,1.210261,0.008245
d,-14.283219,0.543630,2.166440,0.007850
d,5385.734863,0.054083,2.022701,0.004308
d,-0.241245,0.625666,2.037881,0.007776
d,0.674232,0.544885,1.812447,0.008283
d,5090.352539,0.057998,2.033255,0.003747
d,-0.133657,0.587459,1.844741,0.008453
d,88.904617,0.483588,1.787837,0.003020
d,28.222849,0.470403,1.658547,0.007895
d,122.183563,0.488015,1.776841,0.004636
d,-2.244680,0.667835,2.433083,0.009047
d,-10.146913,0.549091,2.219890,0.007545
d,-1.210314,1.057568,4.081026,0.005150
d,30.442694,0.495110,2.062853,0.006255
d,7.521146,0.538139,1.716179,0.008069
d,-22.458418,0.524797,2.019376,0.006733
d,52.569149,0.443854,2.048126,0.004435
d,5.220246,0.689300,1.709640,0.005960
d,79.017555,0.411094,2.005908,0.007079
d,127.841103,0.532203,1.883445,0.001153
d,0.814677,0.420661,2.275688,0.008200
d,113.308113,0.428266,1.853705,0.006169
d,23.639132,0.340768,2.411854,0.000607
d,-0.416706,0.556118,2.294073,0.008425
d,-5.149763,0.568993,2.292634,0.008209
d,631.700562,0.324187,1.976302,0.000553
d,-14.882516,0.408895,3.421057,0.011598
d,0.356597,1.299948,2.091926,0.003643
d,165.161469,0.308153,1.941761,0.000569
d,9.794040,0.529184,1.716807,0.007740
d,-8.252638,0.472253,2.129563,0.009502
d,-2.456595,0.633210,2.484134,0.006571
d,1450.051025,0.219494,1.971025,0.000515
d,41.963428,0.500039,1.930745,0.007046
d,-3.107813,0.520350,2.073585,0.009771
d,10.637550,0.544234,1.768551,0.007537
d,-0.531937,0.561021,2.594588,0.007798
d,-2.256756,1.255548,4.400075,0.004489
d,1630.607056,0.200242,1.927662,0.000404
d,29.793507,0.505312,1.838114,0.007544
d,24.795948,0.427725,1.846224,0.006885
d,38.599426,0.498493,1.925150,0.006525
d,111.126373,0.479340,1.842596,0.005578
d,-1.569788,0.595811,4.176712,0.012259
d,29.332521,0.484580,2.104686,0.006964
d,1.504012,0.500609,2.159631,0.006489
d,1.041973,0.327005,1.905596,0.013786
d,-5.613338,0.587718,2.114992,0.006784
d,-1.140938,0.852210,2.601346,0.007971
d,-1.320958,0.323427,2.556549,0.004274
d,260.344238,0.398872,1.983622,0.002430
d,9.732866,0.148147,2.114161,0.006571
d,18.916044,0.505619,1.685751,0.007861
d,-8.428453,0.541417,2.107515,0.006759
d,71.147209,0.564426,1.775242,0.001135
d,480.049347,0.312735,2.041050,0.000926
d,71.917252,0.486216,1.750276,0.005102
d,3.213044,0.401848,1.618082,0.005833
d,69.305717,0.297809,1.737991,0.008880
d,-0.963300,0.696149,2.778338,0.008396
d,42.053551,0.474241,1.993033,0.005095
d,67.852264,0.420947,2.090392,0.005840
d,52.513210,0.428648,1.987373,0.006386
d,0.037476,1.225509,1.912904,0.001407
d,-0.227365,5.953335,4.017784,0.000950
d,0.858305,1.114172,1.224622,0.007144
d,61.160976,0.429377,1.968969,0.004439
d,27.604465,0.447748,1.892975,0.005877
d,121.348999,0.423384,1.841855,0.004737
d,58.516647,0.576830,1.686182,0.000787
d,146.777771,0.300395,1.813808,0.003621
d,25.408157,0.471985,1.797767,0.008881
d,3.248226,0.570154,1.702433,0.010875
d,21.902298,0.461817,1.945171,0.007134
d,0.211146,0.601551,2.214224,0.007585
d,-8.975852,0.541003,1.996644,0.009941
d,-5.907059,0.569021,1.853384,0.007392
d,429.309204,0.332358,1.636272,0.004107
d,-2.980179,0.698301,2.123807,0.005765
d,8.516619,0.549559,1.612347,0.007193
d,59.944180,0.439322,2.040499,0.006045
d,0.614859,0.580311,2.183248,0.007334
d,54.580826,0.422440,2.014648,0.005054
d,64.952637,0.607652,1.886080,0.000531
d,-10.472688,0.629028,2.191974,0.007207
d,98.397186,0.580076,1.738813,0.000567
d,-3.471490,0.394842,1.938536,0.013026
d,278.588898,0.386494,2.030372,0.001520
d,251.287567,0.346990,1.215833,0.007119
d,-7.240877,0.528343,2.235704,0.006554
d,0.716748,0.756109,1.819818,0.006701
d,617.055786,0.349459,1.868434,0.000561
d,2.317184,0.545145,1.863772,0.004808
d,-2.437311,0.518001,2.132736,0.007447
d,426.896454,0.331253,1.703247,0.001372
d,-0.308758,0.490540,1.780673,0.012501
d,3.983919,0.553310,2.082190,0.008022
d,0.818540,0.482711,1.520076,0.008102
d,-2.947218,0.479529,3.874125,0.015119
d,392.097900,0.345369,2.010082,0.002437
d,4851.441895,0.052573,2.024161,0.004808
d,1.919194,1.666700,1.258518,0.003660
d,9.048424,0.536596,2.021721,0.007114
d,0.900456,0.774712,1.206918,0.004169
d,14.767246,0.464448,2.045292,0.007515
d,-0.502159,0.715646,2.337277,0.006605
d,139.440567,0.463409,1.824064,0.002835
d,-0.475046,0.406629,1.766029,0.006793
d,-5.165801,0.357901,4.501214,0.016730
d,3.059580,0.656208,1.626485,0.005139
d,241.059113,0.387156,1.628566,0.001309
d,-0.677399,0.628097,1.554239,0.008701
d,-16.566883,0.494154,2.299110,0.007926
d,18.692890,0.476391,2.050543,0.005759
d,31121.457031,0.004788,1.884810,0.000300
d,-3.082284,0.780334,2.417763,0.007979
d,0.261663,0.340938,3.552823,0.012933
d,-2.949321,0.450951,2.248781,0.006059
d,-12.282669,0.545240,2.121715,0.007382
d,-7.690145,0.585764,2.304137,0.008335
d,6.304619,0.531422,1.944006,0.007971
d,-0.939309,0.758539,2.998997,0.005008
d,0.618225,0.613069,2.260719,0.006443
d,-0.700580,0.667864,2.280810,0.005394
d,6.320291,0.376821,1.769415,0.008918
d,1200.381226,0.180308,2.009727,0.004458
d,0.506978,0.555807,1.525696,0.001434
d,615.936279,0.213626,1.952968,0.002340
d,4.470485,0.263430,2.048382,0.006038
d,-0.293323,0.762664,1.974772,0.004586
d,3.183036,0.486509,2.093839,0.006912
d,-1.856203,0.756769,2.512712,0.007195
d,8.161922,0.561873,1.295301,0.005877
d,0.517435,0.971952,1.632530,0.005307
d,181.837067,0.405714,1.822401,0.002819
d,1.014674,0.547825,1.457039,0.007056
d,1.823848,0.447759,1.959054,0.007971
d,37.413452,0.467803,1.805274,0.006312
d,-28.211632,0.473485,2.218689,0.005035
d,5.043190,0.384117,2.395346,0.006351
d,2583.277832,0.077646,2.003596,0.006283
d,9.341595,0.469068,2.005036,0.006060
d,41.586040,0.490923,1.979454,0.005048
d,3.075984,0.503145,1.847227,0.008633
d,0.889771,0.539390,1.428084,0.012028
d,146.352493,0.472692,1.743913,0.000994
d,7.051426,0.418659,1.633612,0.010980
d,-5.272711,0.523830,2.289938,0.011396
d,-0.727989,0.547372,2.091747,0.006509
d,4428.973145,0.026632,2.022909,0.004513
d,4.495655,0.590312,1.974606,0.006252
d,41.445324,0.506453,1.890930,0.007454
d,78.533806,0.442549,1.868231,0.005348
d,41.490574,0.504660,1.951118,0.005902
d,505.316467,0.350976,1.888090,0.000479
d,6.779340,0.451888,1.986217,0.006564
d,3.916839,0.646542,2.061241,0.007948
d,50.076344,0.444476,1.715988,0.008271
d,5.980849,0.488864,1.934916,0.006845
d,113.312363,0.413083,1.898704,0.004720
d,10.626163,0.355494,2.098368,0.006213
d,15.841663,0.411331,1.902139,0.000694
d,150.618393,0.408739,1.785577,0.003556
d,-1.961524,0.576455,2.216274,0.009508
d,-3.075838,0.876827,2.350887,0.008097
d,35.472973,0.482427,1.922124,0.005485
d,39.935715,0.492937,1.965531,0.004516
d,86.117401,0.227824,1.771974,0.004951
d,-14.694012,0.523601,2.152551,0.005827
d,0.080429,0.700194,2.118663,0.005075
d,62.109928,0.519829,1.837302,0.005857
d,30.788525,0.435657,1.998118,0.007286
d,391.354645,0.303094,1.785344,0.002049
d,37.923935,0.388530,1.883277,0.004937
d,255.711853,0.322770,1.936860,0.004118
d,19.890799,0.453148,2.140549,0.006600
d,-1.993217,0.697794,1.917591,0.005388
d,50.047493,0.474715,1.935645,0.005355
d,-3.069313,0.359308,2.110621,0.006449
d,115.210228,0.484676,1.990011,0.001107
d,309.879211,0.383172,2.042744,0.000897
d,-5.626113,0.735987,3.274805,0.005470
d,1.868450,0.528144,2.233417,0.007739
d,4.811049,0.528146,1.990923,0.007794
d,-0.450860,0.529069,1.861822,0.010350
d,76.448380,0.498892,1.857190,0.004353
d,-10.446146,0.520216,1.854832,0.005472
d,1152.249268,0.228705,1.904976,0.000561
d,71.237801,0.464534,1.681179,0.006913
d,705.125366,0.293767,1.893582,0.000781
d,-0.915843,0.922305,2.813282,0.003194
d,226.122910,0.519823,1.847171,0.000370
d,-0.374787,1.319583,4.319454,0.003278
d,12.848763,0.486466,1.876094,0.006107
d,258.086456,0.499532,1.828859,0.000667
d,103.514038,0.413814,1.673198,0.007207
d,-0.873891,0.550185,1.915889,0.008464
d,6.453513,0.452944,1.831511,0.009015
d,1.025816,0.597109,1.983377,0.008846
d,-21.262756,0.533425,2.162686,0.006547
d,0.515310,0.489556,2.169453,0.009156
d,90.214035,0.460604,1.803705,0.003583
d,8.487135,0.509861,2.240288,0.007068
d,413.549927,0.263573,1.060493,0.001342
d,2.102007,0.340867,1.904506,0.007175
d,163.887680,0.514838,1.957981,0.001511
d,212.863297,0.380502,1.768521,0.003517
d,-2.552069,0.382310,3.059346,0.009648
d,23.177454,0.482926,1.796720,0.006643
d,624.937988,0.243414,1.372223,0.000567
d,629.798096,0.242454,2.014638,0.005080
d,11.948233,0.503130,1.968888,0.007068
d,0.737549,0.576750,1.880471,0.006005
d,-2.011211,0.643867,4.107137,0.007819
d,218.592545,0.353870,1.721262,0.006648
d,44.562107,0.488962,1.901807,0.004995
d,80.587402,0.449840,1.916560,0.002851
d,-10.300188,0.536061,2.294143,0.009258
d,-1.912865,0.580637,4.004129,0.006938
d,47.880867,0.472696,1.862650,0.006386
d,219.535370,0.477132,2.020118,0.000282
d,-5.770390,0.599702,2.329343,0.006164
d,1818.813599,0.075572,2.006539,0.006414
d,3456.393555,0.086119,1.949424,0.002367
d,10.626163,0.355494,2.098368,0.006213
d,-3.340917,0.606945,4.484650,0.002356
d,0.161639,0.931264,1.873307,0.001303
d,130.805573,0.484666,1.864906,0.001262
d,423.863831,0.375109,1.808632,0.000825
d,-8.571504,0.012560,2.146370,0.006695
d,89.967415,0.352245,1.870853,0.006436
d,-12.004181,0.552357,1.983546,0.006753
d,390.456238,0.432803,2.091666,0.000475
d,134.119064,0.457520,1.662630,0.002804
d,6.461758,0.448108,2.068783,0.007900
d,-11.428927,0.446057,2.047344,0.007549
d,-0.843733,0.895719,2.722877,0.002643
d,-2.568216,0.598207,2.800611,0.006392
d,3515.968262,0.078485,1.967840,0.000336
d,34.468052,0.467380,1.945835,0.005636
d,-3.258483,0.544783,2.105069,0.006406
d,-1.201096,0.762786,2.291039,0.007252
d,200.811325,0.447084,2.002030,0.002663
d,-2.488273,0.711862,3.911032,0.004623
d,69.917519,0.498839,1.930821,0.004132
d,377.477570,0.342275,1.758390,0.001805
d,-17.109480,0.363582,2.696309,0.009253
d,-15.199862,0.482250,1.956078,0.009076
d,16.069199,0.467227,1.880635,0.008139
d,-1.346374,1.024563,2.422920,0.003986
d,11.627691,0.504837,1.841509,0.006672
d,0.900629,0.627768,2.051095,0.004487
d,14.422688,0.455840,1.773187,0.010173
d,-2.676958,0.500202,1.301530,0.008261
d,210.168564,0.403344,1.866389,0.002827
d,13.236467,0.580244,1.692958,0.009171
d,2782.625732,0.082224,2.028391,0.003831
d,-2.613856,0.461751,1.970636,0.007892
d,-2.077955,0.555459,2.172817,0.006053
d,47.591904,0.348622,1.720906,0.009109
d,311.215271,0.393323,1.899893,0.001237
d,51.898777,0.486008,1.954727,0.004856
d,-3.471373,0.699892,2.085244,0.005798
d,11.800118,0.451603,2.091199,0.008463
d,72.419868,0.454935,1.904803,0.005593
d,-2.882675,0.520228,2.076768,0.006846
d,81.674438,0.568006,1.868157,0.000595
d,-1.890649,0.624346,2.660729,0.008334
d,36.969147,0.454611,1.941193,0.008591
d,24.139963,0.534768,1.861319,0.007486
d,178.473892,0.339403,2.466707,0.000491
d,-3.923709,0.485238,2.136012,0.009544
d,1.043720,0.449125,1.982304,0.002485
d,2043.365234,0.065675,2.028326,0.006531
d,103.350357,0.443927,1.817591,0.006012
d,66.851517,0.479590,1.955922,0.005872
d,0.567758,0.493714,2.041088,0.007200
d,-1.013756,0.893816,2.044516,0.004516
d,2.001026,0.734595,2.228660,0.006281
d,2.026875,0.436340,2.172676,0.008409
d,2.276176,0.548380,2.155095,0.006302
d,316.368042,0.392785,1.846518,0.001710
d,198.829315,0.404187,1.758429,0.003516
d,-0.593034,2.889176,3.075500,0.001479
d,9.507086,0.565919,2.052538,0.008187
d,15.684416,0.427467,2.004371,0.006576
d,377.493713,0.360559,1.845536,0.002479
d,92.932480,0.418623,1.881554,0.003773
d,-2.865806,0.533199,3.221882,0.009663
d,112.225525,0.481341,1.909243,0.002170
d,-2.100182,0.558051,2.126706,0.006767
d,-5.944020,0.574363,1.993022,0.007427
d,84.580978,0.426324,1.583299,0.003251
d,-1.809708,0.481544,2.494493,0.014311
d,101.447639,0.470935,1.958407,0.003928
d,25.615541,0.533656,1.776604,0.006679
d,13883.816406,0.023768,2.011231,0.001712
d,1432.280640,0.213464,1.277178,0.000599
d,1.089545,0.439894,1.999129,0.007555
d,226.870834,0.347634,1.761744,0.004560
d,241.516617,0.335693,1.789797,0.006315
d,-1.376677,0.807422,3.262336,0.003086
d,45.826279,0.483507,1.838157,0.007393
d,-0.629508,0.395404,2.158245,0.008066
d,109.266678,0.448433,1.784263,0.002839
d,0.092543,0.523144,1.906775,0.006700
d,17.724598,0.522967,1.747629,0.007724
d,422.013672,0.357025,1.989006,0.001126
d,80.546959,0.638197,1.985919,0.000370
d,87.872856,0.396992,1.691026,0.008542
d,29.295715,0.468356,1.313768,0.007181
d,51.114506,0.464093,2.007140,0.004793
d,68.205833,0.441914,1.822668,0.004656
d,86.735039,0.443238,1.714398,0.005466
d,-3.329734,0.530259,1.882125,0.006524
d,91.662590,0.445611,2.061764,0.004388
d,-5.653565,0.479201,2.062345,0.007669
d,-3.559520,0.424647,2.152223,0.010163
d,-2.145671,0.584749,1.402975,0.008397
d,288.298248,0.389558,1.646278,0.002226
d,0.250259,0.652867,1.893416,0.006942
d,34.010651,0.534134,1.693905,0.006455
d,14.095618,0.545460,1.816499,0.007893
d,-1.920934,1.051203,4.483250,0.001318
d,-2.743681,0.610412,3.842437,0.005643
d,17.025421,0.517879,1.652135,0.006241
d,51.703087,0.530748,1.763863,0.000468
d,82.177589,0.471066,1.691285,0.004728
d,-2.612658,0.652174,2.065733,0.006780
d,5.229259,0.555557,2.135394,0.009455
d,-3.417721,0.512088,2.226287,0.007125
d,551.565918,0.319915,1.888927,0.000473
d,-14.036082,0.598260,2.847051,0.008504
d,2.467630,0.716391,1.854965,0.007925
d,-0.267882,5.964567,4.325383,0.000656
d,59.721634,0.452216,1.926534,0.008482
d,65.260071,0.436564,1.891327,0.001017
d,-3.665277,0.522386,2.129446,0.007683
d,46.328800,0.476635,1.918614,0.005038
d,-4.007060,0.162297,1.900109,0.013260
d,-4.384208,0.479211,2.285931,0.008826
d,1040.182129,0.291302,1.540817,0.000370
d,6.656764,0.535630,1.900306,0.007617
d,-12.166576,0.579673,2.295440,0.007839
d,4.140816,0.572345,1.929600,0.008881
d,-3.471373,0.699892,2.085244,0.005798
d,-1.829670,0.654999,2.576744,0.004568
d,5181.822266,0.054519,2.028817,0.004147
d,17.413214,0.516763,1.522455,0.008281
d,2.024153,0.630228,1.765599,0.007212
d,11.362744,0.503045,1.915067,0.007799
d,-2.888282,0.406597,1.589734,0.011439
d,-0.106735,1.059376,1.656025,0.004316
d,572.038086,0.331523,1.617603,0.000732
d,79.944260,0.573400,1.924058,0.000703
d,2.352266,0.455890,1.238314,0.012830
d,8.070488,0.624897,1.677378,0.007203
d,1339.022095,0.105399,2.053363,0.009691
d,113.721184,0.504013,1.805671,0.000787
d,278.492004,0.442197,1.689597,0.001328
d,-7.014873,0.447323,2.729865,0.008503
d,-0.138917,0.612454,2.110458,0.007754
d,47.958382,0.538248,2.104093,0.000646
d,9.691325,0.606433,1.709379,0.006245
d,111.449646,0.519191,1.886016,0.000786
d,-23.211018,0.528163,2.513535,0.008382
d,410.682495,0.295245,1.702466,0.006263
d,42.683807,0.444433,2.222339,0.005329
d,-6.943155,0.530129,2.438463,0.008853
d,7.508302,0.479896,1.506605,0.006002
d,10.054796,0.472746,1.644233,0.009794
d,125.665421,0.658449,1.908088,0.000316
d,17.845734,0.525947,1.969397,0.005756
d,315.250793,0.347553,1.966954,0.004822
d,-4.595019,0.494556,1.966814,0.007487
d,-6.175165,0.370471,3.599771,0.007282
d,318.318573,0.005468,0.961519,0.001099
d,107.026443,0.383135,1.803806,0.006108
d,503.187286,0.355788,2.003307,0.000333
d,-8.856502,0.511440,2.436638,0.009659
d,19.904833,0.484440,1.885186,0.007605
d,178.922256,0.387532,1.722299,0.005857
d,4.209528,0.567976,1.797432,0.008685
d,164.994904,0.421535,1.721537,0.003782
d,1.300051,0.446477,1.892728,0.009943
d,138.961472,0.346119,1.991381,0.008105
d,22.380440,0.435608,1.802047,0.009531
d,43.495548,0.454325,1.905867,0.004828
d,414.705994,0.311295,1.882030,0.004752
d,-1.531168,1.064398,4.236330,0.004411
d,351.940613,0.372154,1.758506,0.000499
d,-0.171713,0.678497,2.205043,0.009783
d,226.516769,0.372337,1.957626,0.002530
d,-2.435262,0.477016,3.700353,0.014953
d,4.045937,0.455510,1.751112,0.010545
d,0.418784,0.456696,2.225302,0.007706
d,31.201683,0.455758,1.861467,0.006480
d,-28.444757,0.571118,2.236654,0.005664
d,0.682949,0.521336,2.147395,0.006348
d,12.292432,0.388390,2.089218,0.006178
d,8.519896,0.466364,1.802251,0.007707
d,-2.064903,0.583638,2.127165,0.006186
d,-5.457737,0.502803,1.697264,0.008221
d,-2.289478,0.788782,2.951741,0.005442
d,22.854103,0.522440,1.895778,0.007532
d,763.123047,0.208054,1.904001,0.006299
d,32.443497,0.514935,2.078283,0.004913
d,265.820831,0.389169,1.839656,0.001501
d,9.947476,0.500896,1.539361,0.010200
d,28.306131,0.447625,1.904606,0.004277
d,-7.990822,0.555109,2.215662,0.008059
d,-1.805223,0.811712,2.536632,0.005841
d,0.054372,0.404725,2.665425,0.006643
d,12.498141,0.486117,1.669137,0.006870
d,7.082495,0.581912,1.963020,0.006430
d,-0.628312,0.501873,2.677864,0.006380
d,0.086564,0.799686,2.384056,0.006274
d,12.370515,0.485230,1.960439,0.008435
d,112.113464,0.447415,1.936325,0.004744
d,111.131744,0.521659,1.942353,0.001259
d,0.840760,0.452759,2.320787,0.012905
d,42.441799,0.412444,2.140665,0.006615
d,134.119064,0.457520,1.662630,0.002804
d,-0.106122,0.481429,2.138129,0.006422
d,113.896255,0.510876,1.730031,0.003924
d,-11.479246,0.460312,2.302148,0.009419
d,-2.335204,0.448494,2.090842,0.008426
d,-0.720170,0.548597,1.694230,0.009517
d,-5.468937,0.595573,3.347023,0.012128
d,-1.473461,0.644210,2.169050,0.006510
d,7.617892,0.579140,1.981712,0.007695
d,717.198059,0.259986,2.015037,0.000855
d,-5.382591,0.403135,2.594846,0.006843
d,-0.012001,4.929205,1.603262,0.001141
d,0.493077,0.573423,1.871288,0.001839
d,1.971247,0.846963,1.678088,0.006633
d,3.503533,0.481864,2.146082,0.007292
d,312.917023,0.288868,1.482042,0.000827
d,1.682873,0.366734,2.140458,0.008369
d,2.101422,0.635653,1.503610,0.009949
d,15.268126,0.538903,1.949683,0.008470
d,5.032761,0.466055,1.798424,0.006099
d,-1.917582,0.488207,2.038432,0.008146
d,58.713867,0.592700,1.951413,0.000515
d,17.911362,0.476837,0.927851,0.010365
d,0.795765,0.528382,1.959196,0.008232
d,-5.145508,0.466751,2.128779,0.008084
d,-7.932371,0.455316,3.968340,0.009642
d,3.486255,0.562768,2.164207,0.007069
d,27.892429,0.473500,2.027392,0.005827
d,8.186201,0.518819,1.881165,0.007752
d,35.814327,0.497961,1.679536,0.008101
d,850.561340,0.272441,1.934995,0.000562
d,71.220474,0.411296,1.907583,0.009005
d,0.161878,0.567171,2.308096,0.009519
d,-0.814789,0.495430,3.262682,0.008278
d,4.026013,0.447367,2.132599,0.007393
d,4.121591,0.495396,1.946376,0.006091
d,156.190811,0.421121,1.743056,0.003715
d,66.658646,0.459766,1.754933,0.007479
d,482.988586,0.394079,1.868464,0.000385
d,1159.507446,0.178377,0.981896,0.004661
d,2.203418,0.462748,1.395149,0.007233
d,32.145271,0.484675,1.710030,0.007765
d,16.310781,0.443944,1.921473,0.008764
d,1578.611694,0.157850,2.056029,0.000624
d,199.348236,0.405578,1.756435,0.004281
d,-2.090360,0.923178,2.816357,0.006735
d,33.467133,0.391148,1.973323,0.006532
d,3.079550,0.512500,1.819462,0.005711
d,1.476540,0.608635,2.542469,0.006448
d,185.825104,0.440915,1.745110,0.002265
d,-0.253234,0.484441,2.102951,0.002375
d,-4.501702,0.515421,1.983354,0.006099
d,2911.084229,0.083671,2.018389,0.005336
d,-0.392861,0.755118,2.665244,0.003510
d,163.097015,0.304567,1.717011,0.005248
d,204.866592,0.330429,1.713710,0.002197
d,-0.794216,0.414068,1.789571,0.009171
d,8.866785,0.488334,1.942166,0.007395
d,221.695694,0.435759,1.568414,0.003657
d,-16.865089,0.526705,2.062767,0.005528
d,0.354795,0.451952,1.725511,0.017424
d,590.015442,0.360263,1.973770,0.000450
d,84.956856,0.502338,2.028222,0.001696
d,60.916676,0.438903,2.008728,0.006761
d,9.897839,0.620568,1.905109,0.006542
d,-4.581578,0.507104,1.833359,0.007383
d,188.212280,0.552981,2.122388,0.000393
d,81.763329,0.402789,1.897925,0.007843
d,75.509422,0.437824,2.068641,0.004543
d,26.905010,0.519732,1.920085,0.007927
