species,j,k,eta,sigma_mu
d,6.938787,0.491575,1.058019,0.004460
d,2.780756,0.356239,1.684147,0.008918
d,196.186737,0.408605,1.689701,0.003051
d,-6.007502,0.468350,2.232064,0.005504
d,239.530457,0.403907,1.768194,0.005158
d,29385.648438,0.006407,1.931636,0.000253
d,0.907597,0.477629,2.333152,0.007843
d,-14.090657,0.491698,2.540849,0.009036
d,-5.503750,0.539151,2.073234,0.007387
d,4.518824,0.496252,1.973344,0.007891
d,160.581299,0.435582,1.686973,0.001021
d,-2.729087,0.410372,2.004673,0.010798
d,0.112355,0.535841,1.832083,0.009511
d,121.348999,0.423384,1.841855,0.004737
d,554.662415,0.280366,1.963632,0.002934
d,149.745270,0.471201,1.701904,0.002222
d,-13.674253,0.454646,2.829560,0.006556
d,548.914062,0.278224,1.874207,0.001249
d,-8.338576,0.477810,2.317369,0.008285
d,11.832694,0.004597,2.070168,0.006829
d,-0.272777,1.504209,2.365606,0.002350
d,-18.862406,0.579825,2.501632,0.007908
d,6.558328,0.523779,2.724606,0.014841
d,2.171918,0.700805,2.033066,0.007341
d,0.546982,0.872137,2.197292,0.003785
d,172.222015,0.369991,1.786339,0.000864
d,1.475533,0.546584,1.794193,0.008263
d,35.320278,0.433879,1.848339,0.006890
d,-4.393465,0.542428,2.158561,0.007054
d,-4.365449,0.551322,1.919754,0.006721
d,59.692890,0.445313,1.872401,0.006504
d,-7.540662,0.590604,2.360732,0.008515
d,2337.964844,0.139288,1.838922,0.000422
d,2.448736,0.531007,1.957660,0.006618
d,-2.743798,0.592274,2.196461,0.004545
d,44.451241,0.517117,2.039030,0.005562
d,-8.213578,0.487797,2.020421,0.007685
d,164.134186,0.394374,1.802862,0.002757
d,30.266361,0.464295,1.849646,0.006098
d,-8.932424,0.613852,2.259395,0.009189
d,1.059814,0.515034,1.877407,0.006749
d,152.153275,0.467362,1.755654,0.003815
d,38.283806,0.534486,1.838626,0.006711
d,-1.223844,0.380655,3.733803,0.009724
d,2.916522,0.565496,2.041079,0.007473
d,6.797163,0.542260,1.849621,0.008705
d,-3.637955,0.779368,2.678354,0.008668
d,118.225136,0.431913,1.828127,0.004589
d,71.343071,0.405311,1.861761,0.006013
d,-0.703796,0.646998,1.365313,0.006285
d,2.538268,0.534168,1.961212,0.009515
d,-2.882675,0.520228,2.076768,0.006846
d,0.511316,0.579503,1.638560,0.001717
d,13.332521,0.615140,1.777009,0.005859
d,1952.524292,0.165478,1.727742,0.000291
d,86.793732,0.469030,1.925729,0.004555
d,-12.004181,0.552357,1.983546,0.006753
d,-0.643011,0.723525,3.297965,0.005626
d,448.810486,0.297576,1.628459,0.002642
d,20.236252,0.479175,1.900494,0.005658
d,0.413708,0.616164,2.190269,0.006309
d,-4.411763,0.621264,2.464166,0.006004
d,1080.324219,0.090072,1.915175,0.000430
d,0.758067,0.667266,1.778214,0.005538
d,-4.999918,0.646046,3.583285,0.003937
d,-14.225018,0.452757,2.588696,0.012438
d,145.486252,0.418810,1.828269,0.006148
d,1249.767334,0.176802,1.958522,0.004216
d,-0.240062,0.529976,2.827877,0.009325
d,0.131513,1.156761,2.955538,0.003630
d,145.153961,0.452839,1.727556,0.004117
d,24.763681,0.455842,1.942090,0.008499
d,-3.549123,0.304323,2.910354,0.007185
d,17.351713,0.437052,1.592418,0.012249
d,-3.442378,0.489986,2.038553,0.008428
d,1466.206299,0.003257,2.070913,0.003909
d,30.199131,0.521501,1.760915,0.007229
d,-4.385204,0.483076,2.267355,0.008677
d,-1.191308,0.374709,1.947779,0.008299
d,20.608109,0.556682,1.845225,0.002524
d,-13.663300,0.510760,2.396903,0.010294
d,44.061600,0.312502,1.210261,0.008245
d,424.438629,0.425312,2.041180,0.000404
d,164.028412,0.383982,2.059683,0.006800
d,-0.700580,0.667864,2.280810,0.005394
d,0.870002,0.561565,1.626125,0.004989
d,2.761319,0.563812,1.653447,0.008543
d,-0.846088,1.288873,3.692772,0.005973
d,1.871100,0.408791,1.991582,0.011794
d,47.067646,0.465640,1.906716,0.005544
d,121.982269,0.496335,1.752333,0.000838
d,0.521202,0.967080,1.631804,0.004126
d,-4.953919,0.496310,2.031406,0.006461
d,10769.875977,0.015750,1.036784,0.003805
d,-7.150319,0.325131,4.018438,0.014684
d,-0.427742,0.541383,2.277684,0.005156
d,25.439175,0.494279,1.885205,0.008435
d,-4.155216,0.557563,2.259903,0.007091
d,4.251600,0.714742,1.403243,0.005899
d,59.561348,0.442399,1.975165,0.004842
d,-0.097299,0.855617,2.127210,0.004313
d,19.606070,0.485070,1.769976,0.007714
d,64.010223,0.406374,1.964536,0.008081
d,30.718754,0.453441,1.759962,0.008155
d,230.314240,0.330502,1.914946,0.001883
d,-1.548205,0.424031,1.830829,0.011675
d,2.790344,0.509008,1.930570,0.006152
d,-15.452237,0.569708,2.042850,0.007966
d,58.215443,0.446477,2.001962,0.004874
d,-0.304601,1.047041,2.789537,0.003201
d,7.556280,0.498697,1.809342,0.006361
d,349.010162,0.341389,1.878156,0.001483
d,-2.028492,0.497035,1.897726,0.007287
d,-3.496463,0.542999,2.494398,0.005004
d,3.878304,0.551348,2.126701,0.006685
d,-2.177996,0.496907,1.902929,0.009088
d,-0.175232,0.738342,2.005976,0.001254
d,4.281527,0.573426,0.823659,0.008712
d,1.383330,0.448378,2.017447,0.011187
d,73.679604,0.415222,1.772843,0.005240
d,151.850967,0.357653,1.784217,0.004673
d,73.544350,0.486226,1.796068,0.005581
d,9.733811,0.464188,2.125577,0.006104
d,115.082817,0.440182,1.917869,0.004446
d,58.878471,0.431186,1.982623,0.006045
