species,j,k,eta,sigma_mu
d,-0.807403,1.827406,1.953977,0.002753
d,-0.616414,1.527601,1.946788,0.002987
d,2.401214,1.346239,2.016784,0.002206
d,13.705008,0.231687,1.491479,0.009504
d,509.968140,0.119785,0.427459,0.025666
d,59.862026,0.846675,2.066431,0.002334
d,95.218994,0.313779,1.739560,0.003615
d,1213.653320,0.110072,1.912432,0.000650
d,263.968597,0.220745,2.074214,0.000500
d,91.687454,0.021871,3.562312,0.000199
d,-0.969438,0.518890,3.512765,0.011923
d,55.436253,0.967669,1.263687,0.004217
d,29.655293,0.668280,1.416305,0.004596
d,1.920536,1.020002,1.814744,0.003607
d,90.870361,0.733005,1.035867,0.001838
d,1.177635,0.712983,1.749325,0.007124
d,48.126984,0.463180,1.432450,0.006961
d,10202.976562,0.014540,1.979248,0.000701
d,89.700790,0.559202,1.544739,0.005877
d,482.760193,0.091219,1.976731,0.007107
d,-0.122264,2.933375,3.365484,0.000701
d,14.973349,0.617002,1.921171,0.004129
d,1.650083,1.150386,1.680358,0.002081
d,1940.028931,0.071639,1.618050,0.002240
d,16.124046,0.500963,2.155442,0.002874
d,342.547455,0.125713,1.728331,0.008040
d,156.365524,0.465067,1.239866,0.002989
d,5.897803,0.211027,1.895624,0.012117
d,976.586975,0.138671,1.471845,0.001841
d,41.351059,1.110029,1.168552,0.001335
d,31.294567,0.956008,2.068359,0.001925
d,20.638083,0.752952,1.837219,0.007909
d,59.284222,0.949735,1.091712,0.001834
d,13.528062,0.817693,1.435288,0.001602
d,7.969799,0.822273,1.318776,0.003868
d,176.869522,0.382482,0.996547,0.002687
d,40.323036,1.021135,1.504517,0.001350
d,714.852234,0.177298,1.982539,0.000399
d,12.896233,0.421891,1.911138,0.004073
d,55.974182,0.486326,1.405380,0.001354
d,83.582260,0.221123,2.012830,0.003777
d,74.212967,0.411468,0.895908,0.004334
d,111.011208,0.693802,1.774177,0.002334
d,347.957001,0.333562,1.171576,0.005022
d,14.812091,0.828638,1.839669,0.005229
d,54.313599,0.050102,2.358052,0.005506
d,25.882601,0.633521,1.375474,0.007977
d,6.084376,0.691950,2.037664,0.005359
d,1.036282,0.422182,1.816204,0.005785
d,15.365784,0.425828,1.580112,0.004552
d,53.325302,0.577583,1.287976,0.004206
d,0.835621,0.568773,2.319041,0.007659
d,11.627585,1.608854,1.207857,0.002520
d,17.991255,0.975772,1.915094,0.001256
d,125.708817,0.554525,0.977709,0.002622
d,13.965785,0.210970,2.582274,0.003079
d,3.738110,0.139684,2.538250,0.002799
d,0.069346,1.513181,1.697319,0.000973
d,0.261961,2.313812,2.186934,0.002636
d,12.574873,0.730290,2.320000,0.002477
d,60.245056,0.717217,1.331412,0.001844
d,4.220306,1.340962,1.730558,0.002384
d,33.947582,0.379676,2.102510,0.003252
d,0.074742,2.384248,2.715191,0.001916
d,181.039871,0.132871,1.807051,0.001026
d,16.835613,0.059969,4.499983,0.000216
d,-7.358268,1.143398,2.696490,0.006465
d,6.603684,0.118776,2.897038,0.004762
d,140.608154,0.574402,1.497739,0.003003
d,28.075850,0.537856,1.682077,0.004569
d,4.788535,1.209496,1.682618,0.002811
d,57.088245,0.304265,1.385246,0.003367
d,9.939346,1.426882,1.481106,0.001439
d,310.380402,0.285558,1.857762,0.002079
d,36.935017,1.409943,1.109335,0.001605
d,16.732058,0.978731,1.514438,0.001984
d,35.451180,0.794459,1.607035,0.001022
d,-1.116620,1.035938,2.678098,0.002172
d,0.294045,0.994845,1.937056,0.006547
d,159.860611,0.251213,1.595758,0.002203
d,22.995434,0.445690,2.054213,0.002488
d,0.102948,7.224382,1.976340,0.000293
d,87.249222,0.879716,1.367702,0.001899
d,-6.185004,0.385252,2.539199,0.005848
d,27.518084,1.270185,1.178932,0.001192
d,4.452508,0.748166,2.210796,0.004173
d,734.894287,0.081608,2.009089,0.001324
d,48.772785,0.668669,1.468413,0.003378
d,13.153924,0.656310,1.681539,0.003043
d,112.676933,0.345142,1.315822,0.009062
d,5.303051,0.810945,1.511006,0.002333
d,0.151984,0.672465,2.355628,0.005926
d,80.537994,0.667689,1.523976,0.004508
d,3.660339,0.577880,2.272587,0.004331
d,137.735870,0.488270,1.338024,0.004855
d,27.317802,1.175058,1.683874,0.003994
d,-0.041240,0.657261,2.539784,0.001500
d,35.967480,0.944808,1.647817,0.001935
d,-0.787532,0.489594,3.282203,0.002801
d,574.035583,0.229458,2.098506,0.003508
d,26.392925,0.021399,1.167484,0.000581
d,173.326569,0.389960,1.651953,0.003543
d,2344.245117,0.061193,1.742377,0.003191
d,136.797638,0.477826,1.324079,0.002451
d,38.236343,1.049189,1.461823,0.002016
d,31.290527,0.537621,1.485821,0.005467
d,131.516586,0.531406,0.972877,0.003582
d,70.681305,0.416497,1.345217,0.007937
d,0.235314,0.661133,1.849455,0.002767
d,0.732940,1.626711,1.856968,0.002698
