species,j,k,eta,sigma_mu
d,1.495105,1.182174,1.232471,0.001253
d,-0.071822,0.617209,2.155035,0.005353
d,535.118774,0.230671,1.474868,0.003369
d,445.381989,0.312445,1.976877,0.001731
d,-0.705791,1.276238,2.699108,0.004339
d,16.494942,0.178175,2.130571,0.009374
d,6.547356,1.593726,1.175023,0.002478
d,74.958229,0.169512,2.232453,0.002629
d,-0.300814,0.607854,2.089775,0.005191
d,261.688751,0.362568,1.152444,0.003926
d,39.569313,0.522947,1.532909,0.004924
d,1.827314,0.354406,2.757760,0.003328
d,2.488000,0.774227,1.877742,0.005144
d,98.948357,0.501832,1.387510,0.002259
d,45.572811,0.543624,1.617209,0.006082
d,42.051929,1.181311,1.208100,0.001908
d,2.258985,0.717347,1.778862,0.004634
d,7.211624,0.252772,2.216218,0.006440
d,15.635742,1.207200,1.442369,0.002302
d,22.410990,0.717474,1.330504,0.001213
d,-1.182441,0.817994,1.721577,0.003239
d,12.003366,0.152995,1.715458,0.004931
d,58.506775,0.623399,1.087934,0.005443
d,17.601152,0.313347,2.021728,0.005617
d,-0.544794,0.284483,2.972034,0.004726
d,34.385010,0.454682,1.157634,0.008694
d,5.380033,1.863094,1.988074,0.001444
d,4.054668,0.752317,1.186246,0.002999
d,90.988037,0.727158,1.466790,0.003125
d,-2.026497,1.440383,2.443655,0.001989
d,1.088122,0.668326,1.869582,0.004657
d,224.170029,0.379699,0.359401,0.004836
d,247.063721,0.113474,1.846930,0.002781
d,2.993250,0.262649,1.850985,0.005240
d,6.672015,0.445416,2.612184,0.008441
d,-0.281117,1.322228,2.131862,0.001845
d,4.962285,0.882738,1.354460,0.005344
d,26.473169,0.536212,1.761938,0.004191
d,193.409149,0.434905,0.903009,0.004060
d,141.396866,0.242612,1.658860,0.005241
d,938.750671,0.085529,1.494598,0.003465
d,-0.216013,0.683534,1.513870,0.004060
d,135.574356,0.345407,1.429779,0.002571
d,2611.361816,0.052123,1.960553,0.000522
d,882.396729,0.171159,1.842947,0.002240
d,64.400284,0.175333,2.012942,0.006723
d,4.842223,1.173185,0.928313,0.003204
d,67.638367,0.603128,1.256526,0.006269
d,-0.215449,1.718910,0.836211,0.003199
d,109.615120,0.496912,1.374934,0.004200
d,0.437575,0.869707,1.578936,0.002864
d,19.951239,0.457621,1.741196,0.005948
d,7.813356,1.197335,1.394567,0.004619
d,140.624359,0.393446,1.344623,0.003069
d,18.169600,1.175334,1.468325,0.003287
d,22.008854,1.025154,1.527881,0.002028
d,1.833055,0.723188,1.841163,0.003339
d,87.182877,0.091731,1.751828,0.007349
d,693.026733,0.126778,1.197869,0.002622
d,23.499487,0.530086,1.226192,0.006391
d,-3.041069,1.000574,2.754782,0.004789
d,1.293326,0.615882,1.286109,0.002477
d,30.887863,1.310978,1.484758,0.002835
d,0.542341,1.596345,1.509012,0.005250
d,109.035713,0.596862,1.038707,0.002976
d,-1.549593,0.388741,1.726040,0.004680
d,138.142471,0.471922,1.532797,0.004909
d,80.924667,0.630909,1.060946,0.004462
d,177.693481,0.423818,1.345453,0.004422
d,900.199707,0.166740,1.556040,0.002445
d,935.214294,0.154787,1.980769,0.000462
d,-0.624540,0.072565,3.572698,0.035453
d,1.768200,1.364948,2.146182,0.001712
d,-0.932273,0.496531,2.308146,0.002251
d,37.081577,0.355683,1.480828,0.007265
d,28.313616,0.060844,1.795606,0.012086
d,99.272789,0.377444,1.514475,0.006117
d,-0.308657,1.774578,1.697143,0.002138
d,0.870899,0.334349,1.722781,0.002868
d,145.060913,0.477346,1.227399,0.004119
d,1.166691,0.888124,1.491294,0.005501
d,36.094921,1.383971,1.171968,0.001547
d,2.502755,1.300716,2.008297,0.002835
d,0.264116,1.245862,2.065253,0.003574
d,-0.995858,1.086894,2.042672,0.006444
d,134.466248,0.401079,1.679109,0.002705
d,10.733296,0.564989,1.541433,0.005375
d,1364.318604,0.102979,1.970751,0.001651
d,2.066341,0.487303,0.813590,0.005952
d,112.957245,0.503386,1.086281,0.004039
d,6.030643,1.414336,1.563923,0.001765
d,-2.026133,1.427884,1.448984,0.004748
d,34.674488,0.726828,1.342818,0.003799
d,67.363510,0.532044,1.079905,0.003614
d,49.100552,0.838591,1.466472,0.002247
d,-0.914627,0.346120,1.565122,0.004110
d,109.923386,0.318516,1.112788,0.001583
d,35.160751,1.132447,1.392158,0.002156
d,4.468893,0.176139,2.596151,0.007578
d,61.663994,0.693690,1.780984,0.003602
d,0.848390,0.727811,2.191595,0.003013
d,3.514696,2.562238,1.831715,0.001855
d,6.704794,0.553304,1.416708,0.007812
d,172.123688,0.470151,1.166843,0.003159
d,17.089779,1.347706,1.541420,0.002638
d,17.829933,0.248695,2.359050,0.002896
d,46.439514,0.822992,1.340119,0.001100
d,-5.625453,1.163634,1.938878,0.004449
d,-0.277127,1.040771,2.340011,0.003029
d,10.209282,0.812544,1.549086,0.004034
d,120.536888,0.480720,1.039479,0.005849
d,-0.036327,0.252654,2.839169,0.001934
d,8.145216,0.438395,1.104276,0.004316
d,337.403320,0.213865,1.831581,0.004948
d,26.612350,1.427162,1.399527,0.003003
d,0.838513,0.887056,1.986716,0.003921
d,22.166407,0.913591,1.431724,0.003933
d,127.731873,0.734446,1.874650,0.000735
d,719.131409,0.183533,1.802035,0.001013
d,30.793221,1.445866,1.152336,0.001041
d,35.455406,0.591969,1.751734,0.007939
d,-0.472116,0.789479,2.041533,0.005400
d,58.486069,0.909757,1.465939,0.001703
d,7393.105957,0.020317,1.785756,0.000548
d,110.438431,0.465370,1.086315,0.007341
d,3.390293,0.908886,1.675331,0.004077
d,1113.221924,0.090508,1.544796,0.002107
d,14.194015,1.265519,1.453681,0.003249
d,4.522933,2.293930,1.689741,0.002052
d,203.613358,0.589564,1.907694,0.000912
d,50.364960,0.756981,1.886956,0.004668
d,6.436921,0.915835,0.807928,0.009734
d,95.516312,0.250366,0.862490,0.005423
d,34.270897,0.472773,1.145415,0.003933
d,0.655541,1.807469,1.089583,0.001947
d,10.939720,0.759016,1.705010,0.001552
d,70.159210,0.718195,1.296205,0.003199
d,3.543947,0.761279,2.202389,0.001832
d,8.810942,0.404450,1.963917,0.004977
d,62.238873,0.531072,1.199280,0.002933
d,12.501793,0.276665,2.312389,0.005060
d,84.909676,0.503998,1.416119,0.003547
d,10.122783,0.612312,1.537233,0.003117
d,-0.181708,1.632178,1.698482,0.003508
d,-0.386462,1.850679,1.864143,0.001434
d,5.108265,0.161503,1.897483,0.002025
d,1.342572,0.487209,2.238403,0.005985
d,130.564575,0.537859,1.116968,0.002701
d,1.770790,1.468655,1.987234,0.002885
d,-2.772963,0.436228,3.181485,0.006509
d,90.429695,0.477745,0.995605,0.008051
d,102.246201,0.607076,1.443095,0.005747
d,84.491531,0.517816,1.066231,0.004284
d,58.545662,1.054019,1.078194,0.002702
d,28.363058,0.863971,1.148227,0.003441
d,0.838579,0.372790,3.475937,0.002600
d,-0.343047,0.641552,1.856322,0.005949
d,8.229487,0.497984,1.600834,0.009962
d,42.614361,0.026052,2.429588,0.000197
d,49.307041,0.800448,1.071357,0.002725
d,58.265457,0.651138,1.665123,0.002272
d,122.473640,0.538610,1.373403,0.003122
d,9.110223,0.530613,1.786729,0.005845
d,28.610079,0.398249,1.754393,0.003974
d,42.876713,0.856729,1.327345,0.002230
d,177.547592,0.328033,0.455753,0.005556
d,65.567085,0.927617,1.235960,0.002299
d,516.767578,0.107501,2.013893,0.001285
d,-3.302931,0.570195,2.349185,0.004348
d,0.822194,1.852444,1.897444,0.002342
d,1.610375,0.722072,1.486082,0.002445
d,1.727570,0.245493,1.855930,0.007452
d,143.358261,0.078806,2.199581,0.002630
d,16.802214,0.673335,1.816244,0.001060
d,10.705872,0.638731,1.237269,0.005779
d,122.358063,0.538234,1.223421,0.004514
d,2.805619,1.498267,2.141326,0.002725
d,-0.445039,0.644330,2.452304,0.004420
d,-0.947148,0.239665,2.215280,0.018946
d,21.851913,1.793611,1.333857,0.001577
d,0.668231,0.901819,2.742018,0.001106
d,6.570733,0.899681,2.230028,0.004615
d,53.924351,0.636830,0.985361,0.003468
d,-0.304999,0.917669,2.551128,0.002541
d,4.198579,0.420291,0.994165,0.007223
d,0.963217,0.561431,2.200658,0.007356
d,-0.125221,1.355028,1.581297,0.001012
d,-1.430911,0.695155,2.430476,0.008838
d,8.520500,0.162174,1.663740,0.017317
d,39.318142,0.106333,0.806359,0.002582
d,38.293510,1.205140,1.516621,0.002205
d,1817.277222,0.069372,2.023231,0.000644
d,63.303101,0.731396,1.212348,0.005933
d,106.865150,0.518643,1.618722,0.004010
d,29.574245,0.193890,1.341685,0.006045
d,150.927536,0.700428,1.981683,0.000954
d,-1.294556,0.907010,1.991817,0.006324
d,47.568008,0.523680,1.359195,0.005609
d,-0.366903,0.419893,4.324949,0.005735
d,18.818031,0.622815,1.490835,0.006944
d,-2.440992,0.128756,2.763014,0.002418
d,33.103214,0.172432,2.091725,0.007921
d,116.205681,0.413829,1.037140,0.007261
d,143.236023,0.487097,1.163571,0.004337
d,2.047635,0.716533,2.082087,0.003527
d,-1.448747,0.803864,2.073706,0.004578
d,10.826982,0.093781,1.766956,0.000626
d,86.167152,0.426837,1.195856,0.006718
d,9.422456,1.113437,1.546680,0.004672
d,2.075710,0.363875,3.218635,0.009180
d,3.970700,0.484345,2.263724,0.000733
d,-0.027658,1.087507,1.785363,0.002868
d,22.860018,0.656015,1.580892,0.000855
d,-2.677359,0.322148,1.559269,0.002973
d,378.328796,0.223406,1.560355,0.004529
d,15.299816,0.287167,2.773587,0.001320
d,26.500399,0.828721,0.811212,0.003447
d,37.744957,0.418573,1.754182,0.002965
d,3.702156,0.562334,2.275517,0.002038
d,36.323463,1.346650,1.085248,0.003184
d,1.479190,0.223567,3.026097,0.002785
d,144.197342,0.015586,2.241263,0.000421
d,-0.001660,0.429302,2.111774,0.002250
d,912.665100,0.088346,2.030611,0.002033
d,21.837795,1.150636,1.525550,0.003000
d,58.582237,0.818032,1.286635,0.002762
d,84.447205,1.359438,0.926221,0.002283
d,4.585068,1.481768,1.800139,0.002803
d,0.142480,0.968342,2.116536,0.005092
d,0.441537,1.129244,2.357109,0.002047
d,133.873672,0.536168,1.117371,0.006013
d,1.401059,0.336904,1.503194,0.001324
d,5.921976,0.703392,1.508463,0.002961
d,-0.888319,0.229817,2.039445,0.005591
d,43.341770,0.439018,1.805751,0.003483
d,-1.858671,0.415172,2.042971,0.008363
d,154.451813,0.662185,1.830757,0.000575
d,0.478268,0.617333,2.254212,0.005814
d,234.535019,0.335635,1.783692,0.001356
d,51.436916,0.210409,2.195606,0.002079
d,115.836426,0.634718,1.012536,0.003060
d,36.621819,0.521193,1.790156,0.002023
d,11.099084,0.744647,2.277543,0.001008
d,20.595903,0.572770,1.174997,0.003999
d,9.327578,1.412430,1.655765,0.000683
d,162.709427,0.693983,1.032608,0.001036
d,1408.923950,0.080755,1.684608,0.002380
d,122.122879,0.444270,0.676447,0.001756
d,7.982615,0.380386,2.425386,0.003552
d,133.067093,0.438320,1.360514,0.005715
d,12.378157,1.196006,1.884392,0.004222
d,79.051613,0.341375,1.612618,0.001584
d,101.649406,0.766617,1.116320,0.002255
d,-2.784658,0.124405,2.493292,0.000147
d,27.538605,0.584813,1.529490,0.004604
d,4.873350,0.354144,2.549546,0.003076
d,8.043989,0.931806,1.995305,0.001595
d,0.702971,1.183011,2.752167,0.004600
d,133.162354,0.542365,1.006267,0.003517
d,37.556736,0.885684,1.797608,0.001924
d,250.505875,0.306643,1.117025,0.003053
d,45.131828,1.276918,1.245197,0.001425
d,1440.168701,0.089259,1.446110,0.002904
d,35.171509,0.586360,1.648563,0.003084
d,127.178162,0.560749,1.324618,0.003489
d,144.330597,0.479382,1.208705,0.006434
d,2.145838,0.762387,2.287871,0.003908
d,88.845924,0.733211,1.356668,0.003239
d,-2.443410,0.177484,2.783032,0.010227
d,-0.636511,0.790679,2.029791,0.006149
d,2.071837,1.336100,1.750808,0.004524
d,2.098914,1.119524,1.470553,0.001518
d,2.990346,0.995662,1.907927,0.001966
d,-1.814592,0.803855,2.222266,0.005965
d,180.404037,0.075923,2.147213,0.005923
d,-0.067121,0.769219,1.311177,0.005132
d,7.964111,0.837228,2.019053,0.003264
d,379.777588,0.334265,1.970416,0.000744
d,4.771547,0.872792,1.610611,0.004443
d,1.270732,0.474523,2.145904,0.010320
d,3.584743,1.273289,1.486575,0.003975
d,37.111465,0.612727,0.540065,0.002000
d,21.565458,0.903008,1.512748,0.003715
d,148.626633,0.604149,0.978071,0.000952
d,-0.405501,0.832961,3.110467,0.003244
d,4.099202,1.662932,1.917844,0.003112
d,7.192364,1.485583,1.430474,0.001749
d,75.842606,0.596741,1.383671,0.002497
d,-0.059114,2.486715,2.678842,0.000958
d,78.273376,0.370594,1.953704,0.000694
d,153.223724,0.542641,1.540674,0.002608
d,77.469833,0.671316,1.332080,0.005564
d,8.397997,0.131234,2.693679,0.016451
d,12.977195,2.024222,1.638446,0.001318
d,369.911194,0.029056,2.128062,0.000825
d,8.008896,1.400060,1.538633,0.003663
d,59.922928,0.756789,1.423988,0.002151
d,53.613468,1.014137,1.450681,0.001120
d,-0.763105,0.995243,3.439849,0.002646
d,6.576214,0.659456,1.473472,0.002193
d,9.656981,0.385521,1.949044,0.002704
d,103.414124,0.742697,1.411512,0.002124
d,-0.392440,1.011744,1.694872,0.001135
d,31.171452,0.502757,1.826897,0.001269
d,0.041921,2.149294,1.915004,0.001422
d,30.945534,0.460667,1.614188,0.002985
d,6.175522,0.386494,1.623069,0.006015
d,16.897184,0.817913,1.924784,0.004303
d,21.465111,0.583469,1.823521,0.005138
d,14.414037,0.699872,1.169042,0.003458
d,347.134094,0.324515,1.583584,0.003978
d,24.417112,0.638298,1.083661,0.006425
d,2.979185,0.290792,2.339226,0.007634
d,9.038840,1.131041,1.997657,0.000372
d,3.879371,0.834925,1.689027,0.006891
d,-2.977648,0.302187,2.171134,0.003374
d,-0.347075,2.122946,2.989481,0.001444
d,67.379204,0.574244,1.448364,0.003909
d,0.349399,0.752182,2.402171,0.004318
d,7.515185,1.279778,1.893178,0.002959
d,0.267215,0.876743,3.018952,0.003615
d,2.545886,0.505464,1.683593,0.008102
d,6.473088,0.821985,2.479945,0.002701
d,-6.109968,0.634183,2.150615,0.006865
d,6.319309,0.644866,2.048631,0.006158
d,106.100647,0.559463,1.498931,0.003936
d,17.896505,1.563437,2.084346,0.000839
d,0.671207,1.426603,1.831138,0.004438
d,276.631927,0.212979,1.552476,0.006405
d,32.623371,0.469543,1.898633,0.005584
d,0.723822,0.902570,1.118643,0.003667
d,4.885771,0.800989,1.693835,0.004222
d,8.558764,1.312139,1.947178,0.000329
d,6.257264,0.604814,1.569231,0.003243
d,164.413376,0.556070,0.862846,0.002169
d,40.503899,0.523007,1.747809,0.000701
d,23.748243,0.495310,1.421635,0.001025
d,-1.524561,0.695706,2.755140,0.007206
d,33.615940,1.115161,1.596994,0.004421
d,0.462492,1.250206,2.092972,0.001855
d,181.826874,0.392221,1.935699,0.006246
d,416.314850,0.150463,1.662312,0.004548
d,84.297523,0.197254,1.258131,0.006351
d,212.189590,0.471565,0.435908,0.004992
d,41.177101,0.687742,1.400352,0.005631
d,3.641998,0.987985,1.314255,0.004628
d,78.554268,0.110019,1.362648,0.015637
d,196.160294,0.304347,1.259794,0.002837
d,0.271842,1.113336,2.466289,0.003411
d,75.699905,0.634502,0.900582,0.001948
d,12.258908,1.539568,2.020205,0.001150
d,297.804626,0.144120,1.445197,0.002765
d,3.658332,0.847209,1.819900,0.006055
d,0.377734,0.521441,2.653825,0.004858
d,32.756386,0.330793,1.315874,0.005861
d,34.241833,0.826492,1.219119,0.001628
d,4.468630,0.987051,1.878112,0.002001
d,1.424953,0.391610,0.877285,0.006451
d,-1.063084,0.973009,3.738207,0.003342
d,1.659969,0.800983,1.094953,0.001418
d,6.924452,0.574433,1.619619,0.005613
d,35.940544,0.693618,1.466908,0.005826
d,110.228363,0.432397,1.191191,0.002933
d,44.092140,0.647964,0.908789,0.003439
d,323.915802,0.110206,1.939299,0.002604
d,581.423584,0.244357,1.988288,0.000734
d,-2.664860,2.789860,2.009065,0.001612
d,-3.062586,1.201650,2.149228,0.003574
d,4.434361,1.260355,1.873464,0.001320
d,1.227190,0.734326,3.002501,0.001942
d,3.467937,0.718388,2.157399,0.004027
d,2.808778,0.310591,2.573020,0.001844
d,16.012020,1.475797,1.439721,0.002673
d,268.338684,0.012572,2.378765,0.001940
d,104.491936,0.464762,1.231477,0.002159
d,2.936534,0.859970,1.787408,0.006848
d,40.770222,0.842910,1.450690,0.004366
d,7.348518,1.840304,1.708763,0.002140
d,5.010746,1.206634,1.758299,0.002660
d,3.964514,0.979109,1.844916,0.002850
d,84.798027,0.550411,1.731131,0.001977
d,37.699371,0.450038,1.700996,0.007217
d,357.613892,0.330198,0.753975,0.001699
d,82.016434,0.528380,1.403744,0.003111
d,40.377293,0.570123,1.214857,0.003887
d,-4.041362,0.762840,2.331515,0.007950
d,-5.766176,0.829231,2.095158,0.005197
d,40.701515,1.169524,1.447491,0.002032
d,1.193492,1.134592,2.479393,0.004607
d,1323.364502,0.110960,1.918628,0.000962
d,32.441471,0.720667,1.597410,0.004360
d,40.919697,0.850372,0.848246,0.002656
d,137.374359,0.495637,1.007765,0.003720
d,8.208169,1.556405,1.344563,0.002002
d,2.009547,1.023539,2.703557,0.005868
d,0.696657,1.107584,2.007735,0.001475
d,478.556000,0.116671,1.957668,0.001176
d,107.911819,0.660848,0.972380,0.002669
d,-0.128570,2.910557,2.603389,0.000918
d,3.789778,0.884984,1.581411,0.001601
d,121.459969,0.127998,2.101359,0.004950
d,3.395486,1.443345,1.901654,0.002525
d,43.817196,0.332094,1.479367,0.007344
d,209.767761,0.139826,1.243085,0.004505
d,133.040771,0.414836,1.231109,0.006456
d,0.998591,0.334119,2.710334,0.001752
d,45.416008,0.732828,1.332488,0.003613
d,43.915985,1.274925,0.772157,0.003740
d,52.572575,0.673661,1.148154,0.002293
d,44.878639,0.552558,1.629093,0.009021
d,31.191401,1.257461,1.362240,0.001709
d,197.764389,0.381132,1.817808,0.002120
d,5.846891,0.773890,2.397071,0.002706
d,20.736534,1.293032,1.387330,0.002329
d,112.233299,0.549280,1.131898,0.001578
d,-0.803110,0.570930,2.474142,0.000955
d,1.942385,0.073939,3.429419,0.020684
d,233.089966,0.021882,2.040696,0.001495
d,1.378694,0.439511,1.533627,0.003518
d,27.068392,0.164162,2.105081,0.002492
d,12.588341,1.803719,1.595116,0.003142
d,8.908087,1.508738,1.504822,0.002059
d,389.619568,0.151007,2.036791,0.000925
d,33.407688,1.083393,1.258436,0.003789
d,-2.049472,1.115927,2.322234,0.004093
d,70.791763,0.590387,1.202959,0.006530
d,45.407406,0.895166,1.237017,0.003574
d,14.901265,0.587200,1.461049,0.004199
d,662.437256,0.228475,1.067348,0.002540
d,3.398495,0.317217,2.382584,0.001121
d,19.175980,1.665365,1.780394,0.000795
d,18.227957,1.022935,1.654115,0.004217
d,23.723372,1.264455,1.231892,0.001930
d,30.381826,0.592201,1.242513,0.005790
d,2860.290527,0.042347,1.949021,0.000995
d,50.575352,0.594219,1.719957,0.001598
d,86.277847,0.584249,1.665454,0.004766
d,144.487442,0.392971,0.941740,0.007373
d,3.059966,0.515965,2.516760,0.001024
d,57.646732,0.607340,1.289930,0.004611
d,40.647305,0.840920,1.561616,0.002612
d,22.017147,0.316098,1.233818,0.009879
d,325.932556,0.144331,1.437039,0.010764
d,29.359100,0.633169,1.948978,0.004746
d,5655.983887,0.024365,2.060456,0.000964
d,252.452042,0.377240,1.279615,0.001665
d,593.086487,0.213159,1.636910,0.002666
d,39.623909,0.301318,1.432051,0.010337
d,4.122985,0.260355,1.733777,0.002288
d,-1.148458,0.136946,0.687018,0.006915
d,26.315792,0.600291,1.696568,0.002902
d,29.056551,0.683232,1.603484,0.004386
d,-3.231133,0.718386,2.477177,0.004723
d,-0.220488,1.488370,2.401879,0.003262
d,11.719894,1.129161,1.722142,0.002535
d,31.629345,0.738850,1.136837,0.002109
d,7.569490,0.879752,1.880926,0.001315
d,43.302784,0.628896,1.465353,0.005061
d,17.729708,1.209732,1.712717,0.003626
d,1.636051,0.770756,2.144726,0.003630
d,-2.080911,0.308833,2.686793,0.012580
d,234.535019,0.335635,1.783692,0.001356
d,1.180389,0.388276,2.057165,0.007098
d,14.015079,0.752211,1.767616,0.005456
d,143.851608,0.050093,2.108676,0.001565
d,53.743420,0.926919,1.546843,0.002866
d,58.891293,0.227988,1.669207,0.006799
d,113.436012,0.553379,1.765362,0.001839
d,27.047804,0.198918,2.155055,0.000337
d,41.081436,0.597388,1.236368,0.007706
d,-0.739294,2.090475,2.118069,0.003408
d,23.727306,1.269860,1.997585,0.000434
d,20.125023,0.161091,2.151392,0.002543
d,374.016754,0.082173,1.463349,0.005088
d,-0.619663,0.588168,2.731905,0.001159
d,118.442085,0.252146,2.042747,0.006638
d,0.211186,0.500553,1.456494,0.004967
d,0.805698,1.357342,2.715625,0.004464
d,920.877625,0.077112,1.826226,0.001661
d,-1.627306,0.982293,1.800434,0.002382
d,22.608761,1.075295,1.754133,0.001423
d,4.641051,0.205946,1.674881,0.000728
d,5.024872,0.969698,1.634181,0.003873
d,132.105164,0.711376,1.549236,0.001289
d,134.376053,0.452359,1.313047,0.002986
d,9.157916,0.525704,1.795865,0.006149
d,74.600060,0.600831,1.423938,0.003304
d,144.364624,0.493371,1.277569,0.005204
d,0.969925,1.780139,1.579575,0.002557
d,0.898659,1.273324,1.945111,0.002370
d,0.549990,2.048460,2.084351,0.001909
d,-1.922106,1.416839,3.554440,0.004980
d,53.343842,0.762766,1.404810,0.001616
d,39.487705,0.836441,1.429160,0.002149
d,2.296315,0.656038,2.213047,0.005797
d,82.794357,0.657486,0.966369,0.002324
d,42.392353,0.097176,2.308139,0.000861
d,13.535447,2.166504,1.835358,0.000725
d,117.413475,0.577650,1.138745,0.002959
d,34.925377,0.477100,2.218295,0.002827
d,111.299393,0.617585,1.248100,0.003269
d,-0.200989,0.259138,3.251896,0.010753
d,50.253448,0.121736,1.599136,0.001283
d,-0.380649,0.762924,2.393216,0.008879
d,2.098914,1.119524,1.470553,0.001518
d,23.512495,0.254793,2.232238,0.004277
d,25.258636,0.847579,0.881017,0.002695
d,110.237846,0.207689,1.386854,0.001169
d,63.675781,0.611966,0.949164,0.003616
d,365.674622,0.167367,1.693867,0.001345
d,156.236847,0.498801,1.639464,0.000660
d,29.584112,0.807318,1.201865,0.003320
d,58.930969,0.411359,1.439064,0.004930
d,1522.953247,0.056210,2.013075,0.000645
d,-1.583466,1.036864,1.917409,0.000522
d,3.596594,0.729831,1.942598,0.004178
d,-1.628530,0.662660,1.982619,0.001539
d,577.244324,0.142392,1.381796,0.004543
d,1.949171,0.613365,2.223343,0.003799
d,-0.057165,3.597909,2.447348,0.000771
d,-0.231888,0.730315,1.383265,0.003596
d,0.629003,0.370322,1.304359,0.007686
d,-1.173616,2.188948,2.292754,0.003038
d,35.801506,0.268020,1.644108,0.013443
d,1.276869,0.265820,1.842621,0.001262
d,2.729540,1.142731,1.919605,0.002476
d,229.389923,0.435446,1.134456,0.002712
d,2.817260,0.263128,3.504861,0.014344
d,62.345093,0.874225,0.931326,0.002537
d,16.332081,1.761076,1.819523,0.000900
d,74.155594,0.668327,1.137809,0.004362
d,157.704544,0.123945,1.861925,0.002772
d,4.111088,0.957295,1.917555,0.003952
d,35.290451,0.458285,1.084902,0.004825
d,130.368530,0.185624,1.777280,0.002224
d,164.713196,0.228834,0.796972,0.003255
d,653.539917,0.103756,1.064613,0.005915
d,1.709667,0.799630,2.169906,0.003923
d,2187.221924,0.071155,1.551588,0.001709
d,-0.738270,1.342363,2.803039,0.001504
d,26.044271,0.422506,1.700516,0.003195
d,2.195373,0.637338,1.952895,0.008625
d,40.205814,0.684884,1.766342,0.000476
d,0.084101,0.992029,2.035542,0.002740
d,61.229382,0.755500,1.572601,0.000899
d,5.392096,0.597642,2.453990,0.002295
d,138.087036,0.596000,1.483977,0.003487
d,101.618134,0.745612,1.030294,0.001841
d,0.477031,1.116264,1.173379,0.002143
d,1.252442,0.869078,1.971412,0.002483
d,15.761405,0.496727,1.512288,0.005009
d,5.767739,0.159265,1.634804,0.009981
d,70.712410,0.190340,1.723917,0.002277
d,19.274693,0.523767,1.732483,0.004451
d,32.625332,0.978486,1.939662,0.002601
d,393.458740,0.156857,1.972288,0.002484
d,-7.967383,0.169161,1.859176,0.013312
d,17.729256,0.881201,1.905606,0.004308
d,18.768097,1.437104,1.875604,0.000856
d,13.252097,1.657414,1.502495,0.001505
d,331.748749,0.255613,2.047068,0.000578
d,0.463014,0.866321,1.657345,0.004503
d,24.634893,1.515529,1.462723,0.000614
d,65.380936,0.643199,1.050535,0.003401
d,599.345703,0.172535,1.819074,0.002510
d,0.390317,1.175863,2.509335,0.003527
d,0.967724,0.213176,3.422225,0.013987
d,32.264973,0.146559,2.010182,0.003297
d,3.306882,0.584976,1.981797,0.004412
d,116.201675,0.128433,1.821013,0.002006
d,53.931862,0.279653,1.172143,0.000395
d,27.073961,0.866552,1.342614,0.003057
d,1.016946,0.715915,1.665961,0.004108
d,59.797195,0.726643,1.341682,0.002801
d,86.389542,0.516959,1.207315,0.005168
d,11.615825,1.019468,1.865099,0.001780
d,3.513515,0.557011,1.502452,0.006385
d,19.622280,0.736860,1.439493,0.003765
d,-0.101016,2.257905,1.704028,0.001737
d,49.036697,1.283111,1.046856,0.002433
d,435.802246,0.257358,1.576270,0.001343
d,16.651171,1.372610,1.676759,0.001186
d,0.003605,1.260316,2.587966,0.001382
d,-0.720145,0.705689,1.886567,0.002132
d,22.601780,0.210984,1.790655,0.004668
d,-0.348643,1.034932,2.065856,0.001671
d,17.571823,1.435288,1.239082,0.001967
d,10.753830,0.264627,1.774363,0.002981
d,24.769827,1.247077,1.655173,0.001219
d,-0.148106,1.445907,1.836295,0.003419
d,16.619497,0.441202,1.723582,0.005752
d,5.022021,0.708165,2.662613,0.001639
d,0.076218,2.247708,1.447254,0.001344
d,1.337151,1.260360,1.328914,0.002345
d,-0.978038,1.345268,1.652745,0.001259
d,1.421841,1.512668,1.894857,0.002861
d,17.370417,0.574170,1.900408,0.004374
d,13.374660,0.356546,2.412117,0.000835
d,-2.957072,0.321977,4.456862,0.014851
d,16.662174,0.413678,1.667578,0.003848
d,-0.306445,2.028195,4.434927,0.001013
d,9.529368,0.590373,1.714240,0.005413
d,-0.925012,0.634399,1.738788,0.004397
d,-0.712294,0.191215,3.485097,0.013377
d,47.415344,0.657267,1.405329,0.002439
d,-0.347592,1.475957,2.865133,0.001789
d,-1.698617,0.296574,3.831523,0.005501
d,14.075908,1.457265,1.747193,0.000884
d,4.908524,0.143457,2.845505,0.001631
d,0.374109,1.117403,1.500500,0.004665
d,100.002724,0.639286,1.354429,0.003411
d,1.030060,0.588938,1.372108,0.004063
d,3674.665039,0.014581,2.025904,0.000381
d,147.448730,0.515953,0.841340,0.002881
d,1.956278,0.463886,2.804166,0.001113
d,76.634979,0.604182,1.009897,0.003227
d,0.451377,0.113196,2.534694,0.004060
d,168.534454,0.315530,0.837269,0.006884
d,-1.425422,0.609022,1.863533,0.002072
d,0.572446,0.286126,2.866944,0.008535
d,10.795905,0.679996,1.621086,0.004991
d,27.797552,0.479790,1.966831,0.001800
d,1.424953,0.391610,0.877285,0.006451
d,24.558723,0.210391,1.960881,0.007623
d,29.538183,1.541190,1.858865,0.000583
d,84.581276,0.791255,1.162635,0.001958
d,29.219919,0.719931,1.625035,0.005288
d,15.327548,0.660896,1.265831,0.002339
d,27.853148,0.799051,1.639204,0.002047
d,17.047045,0.693400,1.957537,0.002280
