#  Name       RA      DEC       l       b     Epoch    RA_decimal   DEC_decimal    l_decimal     b_decimal  Prefix No
DG1004     18:39:12     -8:20:40      24:06:56     -1:05:56   2000.0    18.6533333    -8.3444444    24.1156771    -1.0987675   DG 1004
DG1005     18:39:14     -9:34:30      23:01:31     -1:40:11   2000.0    18.6538889    -9.5750000    23.0251770    -1.6695986   DG 1005
DG1006     18:39:16    -10:48:20      21:56:02     -2:14:23   2000.0    18.6544444   -10.8055556    21.9340164    -2.2397720   DG 1006
DG1007     18:43:55     -1:34:35      30:40:17     00:57:14   2000.0    18.7319444    -1.5763889    30.6713160     0.9538499   DG 1007
DG1008     18:43:57     -2:48:25      29:34:49     00:23:04   2000.0    18.7325000    -2.8069444    29.5803690     0.3843386   DG 1008
DG1009     18:44:00     -4:02:15      28:29:29    -00:11:20   2000.0    18.7333333    -4.0375000    28.4914584    -0.1889935   DG 1009
DG1010     18:44:03     -5:16:05      27:24:09    -00:45:44   2000.0    18.7341667    -5.2680556    27.4024584    -0.7622238   DG 1010
DG1011     18:44:05     -6:29:55      26:18:41     -1:19:53   2000.0    18.7347222    -6.4986111    26.3112560    -1.3314514   DG 1011
DG1012     18:44:08     -7:43:45      25:13:17     -1:54:14   2000.0    18.7355556    -7.7291667    25.2214144    -1.9038348   DG 1012
DG1013     18:44:11     -8:57:35      24:07:51     -2:28:32   2000.0    18.7363889    -8.9597222    24.1308161    -2.4754653   DG 1013
DG1014     18:44:14    -10:11:25      23:02:21     -3:02:46   2000.0    18.7372222   -10.1902778    23.0392389    -3.0461250   DG 1014
DG1015     18:48:50    -00:57:40      31:46:47     00:08:28   2000.0    18.8138889    -0.9611111    31.7796374     0.1411884   DG 1015
DG1016     18:48:52     -2:11:30      30:41:18    -00:25:39   2000.0    18.8144444    -2.1916667    30.6883108    -0.4274590   DG 1016
DG1017     18:48:55     -3:25:20      29:35:55    -00:59:59   2000.0    18.8152778    -3.4222222    29.5987125    -0.9996411   DG 1017
DG1018     18:48:57     -4:39:10      28:30:25     -1:34:04   2000.0    18.8158333    -4.6527778    28.5068277    -1.5677360   DG 1018
DG1019     18:49:00     -5:53:00      27:24:58     -2:08:20   2000.0    18.8166667    -5.8833333    27.4162237    -2.1389268   DG 1019
DG1020     18:49:03     -7:06:50      26:19:29     -2:42:33   2000.0    18.8175000    -7.1138889    26.3247827    -2.7092939   DG 1020
DG1021     18:49:07     -8:20:40      25:14:03     -3:16:56   2000.0    18.8186111    -8.3444444    25.2341547    -3.2822942   DG 1021
DG1022     18:49:11     -9:34:30      24:08:32     -3:51:14   2000.0    18.8197222    -9.5750000    24.1422286    -3.8540142   DG 1022
DG1023     18:49:15    -10:48:20      23:02:56     -4:25:27   2000.0    18.8208333   -10.8055556    23.0487808    -4.4242308   DG 1023
DG1024     18:53:42     00:53:05      33:58:38    -00:05:59   2000.0    18.8950000     0.8847222    33.9771735    -0.0998350   DG 1024
DG1025     18:53:44    -00:20:45      32:53:09    -00:40:06   2000.0    18.8955556    -0.3458333    32.8857898    -0.6684134   DG 1025
DG1026     18:53:46     -1:34:35      31:47:39     -1:14:12   2000.0    18.8961111    -1.5763889    31.7941525    -1.2367473   DG 1026
DG1027     18:53:48     -2:48:25      30:42:07     -1:48:17   2000.0    18.8966667    -2.8069444    30.7020432    -1.8046235   DG 1027
DG1028     18:53:51     -4:02:15      29:36:40     -2:22:32   2000.0    18.8975000    -4.0375000    29.6111350    -2.3755305   DG 1028
DG1029     18:53:54     -5:16:05      28:31:10     -2:56:44   2000.0    18.8983333    -5.2680556    28.5193079    -2.9455431   DG 1029
DG1030     18:53:58     -6:29:55      27:25:42     -3:31:05   2000.0    18.8994444    -6.4986111    27.4282190    -3.5181342   DG 1030
DG1031     18:54:03     -7:43:45      26:20:15     -4:05:35   2000.0    18.9008333    -7.7291667    26.3376224    -4.0930629   DG 1031
DG1032     18:54:08     -8:57:35      25:14:43     -4:39:59   2000.0    18.9022222    -8.9597222    25.2454052    -4.6664046   DG 1032
DG1033     18:54:13    -10:11:25      24:09:05     -5:14:17   2000.0    18.9036111   -10.1902778    24.1513411    -5.2379313   DG 1033
DG1034     18:54:18    -11:25:15      23:03:19     -5:48:27   2000.0    18.9050000   -11.4208333    23.0552053    -5.8074144   DG 1034
DG1035     18:58:34     02:43:50      36:10:28    -00:20:22   2000.0    18.9761111     2.7305556    36.1745444    -0.3394528   DG 1035
DG1036     18:58:36     01:30:00      35:05:01    -00:54:32   2000.0    18.9766667     1.5000000    35.0835614    -0.9088767   DG 1036
DG1037     18:58:38     00:16:10      33:59:32     -1:28:41   2000.0    18.9772222     0.2694444    33.9922388    -1.4779794   DG 1037
DG1038     18:58:40    -00:57:40      32:54:01     -2:02:48   2000.0    18.9777778    -0.9611111    32.9003578    -2.0465474   DG 1038
DG1039     18:58:42     -2:11:30      31:48:28     -2:36:52   2000.0    18.9783333    -2.1916667    31.8076999    -2.6143669   DG 1039
DG1040     18:58:45     -3:25:20      30:42:57     -3:11:06   2000.0    18.9791667    -3.4222222    30.7159392    -3.1849294   DG 1040
DG1041     18:58:48     -4:39:10      29:37:23     -3:45:16   2000.0    18.9800000    -4.6527778    29.6229544    -3.7543082   DG 1041
DG1042     18:58:53     -5:53:00      28:31:56     -4:19:47   2000.0    18.9813889    -5.8833333    28.5322819    -4.3296789   DG 1042
DG1043     18:58:58     -7:06:50      27:26:24     -4:54:12   2000.0    18.9827778    -7.1138889    27.4399098    -4.9034028   DG 1043
DG1044     18:59:04     -8:20:40      26:20:51     -5:28:44   2000.0    18.9844444    -8.3444444    26.3474706    -5.4789352   DG 1044
DG1045     18:59:10     -9:34:30      25:15:10     -6:03:08   2000.0    18.9861111    -9.5750000    25.2528564    -6.0523455   DG 1045
DG1046     19:03:30     02:06:55      36:11:27     -1:42:60   2000.0    19.0583333     2.1152778    36.1907399    -1.7166537   DG 1046
DG1047     19:03:32     00:53:05      35:05:58     -2:17:13   2000.0    19.0588889     0.8847222    35.0995477    -2.2868278   DG 1047
DG1048     19:03:34    -00:20:45      34:00:27     -2:51:22   2000.0    19.0594444    -0.3458333    34.0074910    -2.8561776   DG 1048
DG1049     19:03:36     -1:34:35      32:54:52     -3:25:28   2000.0    19.0600000    -1.5763889    32.9143510    -3.4244886   DG 1049
DG1050     19:03:39     -2:48:25      31:49:18     -3:59:43   2000.0    19.0608333    -2.8069444    31.8218044    -3.9952535   DG 1050
DG1051     19:03:42     -4:02:15      30:43:40     -4:33:52   2000.0    19.0616667    -4.0375000    30.7277264    -4.5645449   DG 1051
DG1052     19:03:47     -5:16:05      29:38:08     -5:08:22   2000.0    19.0630556    -5.2680556    29.6356580    -5.1395471   DG 1052
DG1053     19:03:53     -6:29:55      28:32:36     -5:42:59   2000.0    19.0647222    -6.4986111    28.5434534    -5.7163133   DG 1053
DG1054     19:04:00     -7:43:45      27:27:03     -6:17:41   2000.0    19.0666667    -7.7291667    27.4508544    -6.2945950   DG 1054
DG1055     19:04:07     -8:57:35      26:21:21     -6:52:14   2000.0    19.0686111    -8.9597222    26.3557473    -6.8704513   DG 1055
DG1056     19:08:24     03:57:40      38:23:35     -1:57:26   2000.0    19.1400000     3.9611111    38.3931294    -1.9571772   DG 1056
DG1057     19:08:24     02:43:50      37:17:57     -2:31:21   2000.0    19.1400000     2.7305556    37.2992680    -2.5224837   DG 1057
DG1058     19:08:26     01:30:00      36:12:30     -3:05:39   2000.0    19.1405556     1.5000000    36.2082787    -3.0942758   DG 1058
DG1059     19:08:28     00:16:10      35:06:58     -3:39:54   2000.0    19.1411111     0.2694444    35.1161172    -3.6649552   DG 1059
DG1060     19:08:30    -00:57:40      34:01:21     -4:14:04   2000.0    19.1416667    -0.9611111    34.0225637    -4.2343064   DG 1060
DG1061     19:08:33     -2:11:30      32:55:45     -4:48:21   2000.0    19.1425000    -2.1916667    32.9292993    -4.8058215   DG 1061
DG1062     19:08:36     -3:25:20      31:50:03     -5:22:32   2000.0    19.1433333    -3.4222222    31.8341930    -5.3755740   DG 1062
DG1063     19:08:41     -4:39:10      30:44:27     -5:57:03   2000.0    19.1447222    -4.6527778    30.7407947    -5.9507532   DG 1063
DG1064     19:08:48     -5:53:00      29:38:56     -6:31:52   2000.0    19.1466667    -5.8833333    29.6488279    -6.5311162   DG 1064
DG1065     19:08:55     -7:06:50      28:33:15     -7:06:32   2000.0    19.1486111    -7.1138889    28.5542714    -7.1090079   DG 1065
DG1066     19:09:03     -8:20:40      27:27:31     -7:41:16   2000.0    19.1508333    -8.3444444    27.4587449    -7.6878786   DG 1066
DG1067     19:13:18     04:34:35      39:30:11     -2:45:28   2000.0    19.2216667     4.5763889    39.5029891    -2.7579134   DG 1067
DG1068     19:13:18     03:20:45      38:24:35     -3:19:32   2000.0    19.2216667     3.3458333    38.4097007    -3.3256836   DG 1068
DG1069     19:13:20     02:06:55      37:19:08     -3:53:59   2000.0    19.2222222     2.1152778    37.3189922    -3.8996390   DG 1069
DG1070     19:13:22     00:53:05      36:13:36     -4:28:20   2000.0    19.2227778     0.8847222    36.2268012    -4.4721955   DG 1070
DG1071     19:13:24    -00:20:45      35:07:58     -5:02:35   2000.0    19.2233333    -0.3458333    35.1329065    -5.0431360   DG 1071
DG1072     19:13:27     -1:34:35      34:02:20     -5:36:57   2000.0    19.2241667    -1.5763889    34.0389954    -5.6159502   DG 1072
DG1073     19:13:30     -2:48:25      32:56:35     -6:11:12   2000.0    19.2250000    -2.8069444    32.9429285    -6.1867133   DG 1073
DG1074     19:13:35     -4:02:15      31:50:54     -6:45:45   2000.0    19.2263889    -4.0375000    31.8482677    -6.7626169   DG 1074
DG1075     19:13:42     -5:16:05      30:45:17     -7:20:36   2000.0    19.2283333    -5.2680556    30.7547345    -7.3434243   DG 1075
DG1076     19:13:50     -6:29:55      29:39:37     -7:55:31   2000.0    19.2305556    -6.4986111    29.6601642    -7.9251792   DG 1076
DG1077     19:13:59     -7:43:45      28:33:51     -8:30:27   2000.0    19.2330556    -7.7291667    28.5642858    -8.5076238   DG 1077
