wavelength flux
7241.43590681 1.43979e-15
7243.45861366 1.52377e-15
7245.48132052 1.44549e-15
7247.50402737 1.63009e-15
7249.52673423 1.58724e-15
7251.54944108 1.57532e-15
7253.57214794 1.53247e-15
7255.59485479 1.6124e-15
7257.61756165 1.63185e-15
7259.6402685 1.65986e-15
7261.66297536 1.62004e-15
7263.68568221 1.75327e-15
7265.70838907 1.71221e-15
7267.73109592 1.82229e-15
7269.75380278 1.77219e-15
7271.77650963 1.67444e-15
7273.79921649 1.56054e-15
7275.82192334 1.6687e-15
7277.8446302 1.64431e-15
7279.86733705 1.57303e-15
7281.89004391 1.60853e-15
7283.91275076 1.80732e-15
7285.93545762 1.56811e-15
7287.95816447 1.54905e-15
7289.98087133 1.6198e-15
7292.00357818 1.66359e-15
7294.02628504 1.80948e-15
7296.04899189 1.76649e-15
7298.07169875 1.80179e-15
7300.0944056 1.79527e-15
7302.11711246 1.64635e-15
7304.13981931 1.66078e-15
7306.16252617 1.77086e-15
7308.18523302 1.69903e-15
7310.20793988 1.69924e-15
7312.23064673 1.76174e-15
7314.25335359 1.78289e-15
7316.27606045 1.71146e-15
7318.2987673 1.56744e-15
7320.32147416 1.66842e-15
7322.34418101 1.6985e-15
7324.36688787 1.77984e-15
7326.38959472 1.82643e-15
7328.41230158 1.79791e-15
7330.43500843 1.8225e-15
7332.45771529 1.81108e-15
7334.48042214 1.69077e-15
7336.503129 1.75131e-15
7338.52583585 1.83248e-15
7340.54854271 1.919e-15
7342.57124956 1.85159e-15
7344.59395642 1.77822e-15
7346.61666327 1.67095e-15
7348.63937013 1.66719e-15
7350.66207698 1.81452e-15
7352.68478384 1.84355e-15
7354.70749069 1.69773e-15
7356.73019755 1.76951e-15
7358.7529044 1.68017e-15
7360.77561126 1.75739e-15
7362.79831811 1.69363e-15
7364.82102497 1.68454e-15
7366.84373182 1.7842e-15
7368.86643868 1.84905e-15
7370.88914553 1.72244e-15
7372.91185239 1.7319e-15
7374.93455924 1.87534e-15
7376.9572661 1.89905e-15
7378.97997295 1.85355e-15
7381.00267981 1.89605e-15
7383.02538666 1.80041e-15
7385.04809352 1.73544e-15
7387.07080037 1.6584e-15
7389.09350723 1.83624e-15
7391.11621408 1.90965e-15
7393.13892094 1.82246e-15
7395.16162779 1.89888e-15
7397.18433465 1.85515e-15
7399.2070415 1.84037e-15
7401.22974836 1.99172e-15
7403.25245521 1.93571e-15
7405.27516207 1.82957e-15
7407.29786892 1.86575e-15
7409.32057578 1.94078e-15
7411.34328263 1.87072e-15
7413.36598949 1.81325e-15
7415.38869634 1.76066e-15
7417.4114032 1.72688e-15
7419.43411005 1.74819e-15
7421.45681691 1.82796e-15
7423.47952376 1.75378e-15
7425.50223062 1.93766e-15
7427.52493747 1.93016e-15
7429.54764433 1.95035e-15
7431.57035118 1.77873e-15
7433.59305804 1.98752e-15
7435.61576489 2.04212e-15
7437.63847175 1.98779e-15
7439.6611786 1.90044e-15
7441.68388546 1.83144e-15
7443.70659231 1.72924e-15
7445.72929917 1.68628e-15
7447.75200602 1.8873e-15
7449.77471288 1.71421e-15
7451.79741973 1.94848e-15
7453.82012659 2.07674e-15
7455.84283344 2.10609e-15
7457.8655403 1.99006e-15
7459.88824715 1.73023e-15
7461.91095401 1.76151e-15
7463.93366086 1.71735e-15
7465.95636772 2.11467e-15
7467.97907457 2.08214e-15
7470.00178143 1.95004e-15
7472.02448828 1.84884e-15
7474.04719514 1.94253e-15
7476.06990199 1.86842e-15
7478.09260885 1.91456e-15
7480.1153157 1.92132e-15
7482.13802256 2.00979e-15
7484.16072941 2.20558e-15
7486.18343627 1.92552e-15
7488.20614312 1.877e-15
7490.22884998 2.05097e-15
7492.25155683 1.91561e-15
7494.27426369 1.79437e-15
7496.29697054 2.26557e-15
7498.3196774 2.07132e-15
7500.34238425 1.92911e-15
7502.36509111 1.81657e-15
7504.38779796 1.96177e-15
7506.41050482 1.89538e-15
7508.43321167 2.04305e-15
7510.45591853 2.03683e-15
7512.47862538 1.95055e-15
7514.50133224 1.65383e-15
7516.52403909 1.74283e-15
7518.54674595 1.93381e-15
7520.5694528 1.98188e-15
7522.59215966 2.15027e-15
7524.61486651 1.91993e-15
7526.63757337 1.90525e-15
7528.66028022 1.88904e-15
7530.68298708 1.78005e-15
7532.70569393 1.89602e-15
7534.72840079 1.95835e-15
7536.75110764 2.07473e-15
7538.7738145 1.79316e-15
7540.79652135 1.95023e-15
7542.81922821 2.00298e-15
7544.84193506 2.01041e-15
7546.86464192 1.99367e-15
7548.88734877 1.88933e-15
7550.91005563 1.98628e-15
7552.93276248 2.04609e-15
7554.95546934 2.31949e-15
7556.97817619 2.46206e-15
7559.00088305 2.36923e-15
7561.0235899 2.36647e-15
7563.04629676 2.06504e-15
7565.06900361 2.31862e-15
7567.09171047 2.26956e-15
7569.11441733 2.60207e-15
7571.13712418 2.77379e-15
7573.15983104 2.47883e-15
7575.18253789 2.64719e-15
7577.20524475 2.66934e-15
7579.2279516 2.54611e-15
7581.25065846 2.51533e-15
7583.27336531 2.8138e-15
7585.29607217 3.09271e-15
7587.31877902 2.58892e-15
7589.34148588 2.98239e-15
7591.36419273 2.36307e-15
7593.38689959 1.718e-15
7595.40960644 1.13831e-15
7597.4323133 1.11256e-15
7599.45502015 9.80209e-16
7601.47772701 8.51648e-16
7603.50043386 9.86436e-16
7605.52314072 3.58077e-16
7607.54584757 2.41997e-16
7609.56855443 7.50544e-16
7611.59126128 1.50982e-15
7613.61396814 1.63556e-15
7615.63667499 2.33917e-15
7617.65938185 3.23175e-15
7619.6820887 4.05423e-15
7621.70479556 2.5421e-15
7623.72750241 1.45197e-15
7625.75020927 2.12859e-15
7627.77291612 2.53435e-15
7629.79562298 2.6107e-15
7631.81832983 2.08691e-15
